DLD,1738,93.89572,1738,nan
IDE,3416,96.87411,3416,nan
PRPF4,9128,98.38118,9128,nan
MELK,9833,97.81165,9833,nan
SMAD3,4088,97.87945,4088,nan
OXA1L,5018,100.927734,5018,nan
SNX7,51375,96.02174,51375,nan
CDCA4,55038,100.511024,55038,nan
TBC1D9B,23061,99.12864,23061,nan
NARFL,64428,99.03658,64428,nan
DDX42,11325,96.32103,11325,nan
IKBKE,9641,98.78161,9641,nan
WDTC1,23038,95.75409,23038,nan
PLSCR3,57048,104.40847,57048,nan
H2AFV,94239,109.09937,94239,nan
NUSAP1,51203,97.22111,51203,nan
FAM69A,388650,98.20155,388650,nan
XPO7,23039,96.46857,23039,nan
FAIM,55179,98.1171,55179,nan
PXMP2,5827,99.01774,5827,nan
TIMM17B,10245,98.455666,10245,nan
STXBP2,6813,99.60847,6813,nan
HPRT1,3251,97.02375,3251,nan
RRS1,23212,99.17158,23212,nan
ADAT1,23536,100.32265,23536,nan
SCAND1,51282,102.158646,51282,nan
MFSD10,10227,97.22228,10227,nan
COPS7A,50813,97.14843,50813,nan
FIS1,51024,99.27222,51024,nan
NUDT9,53343,95.72618,53343,nan
CSRP1,1465,97.57804,1465,nan
METRN,79006,99.1145,79006,nan
TCTA,6988,100.652695,6988,nan
TLK2,11011,99.31843,11011,nan
KIAA1033,nan,nan,nan,TRUE
DNAJB6,10049,99.93187,10049,nan
HMGCS1,3157,100.70668,3157,nan
SPRED2,200734,99.727806,200734,nan
MAP7,9053,97.58054,9053,nan
CHAC1,79094,98.7458,79094,nan
GNAS,2778,98.64748,2778,nan
TEX10,54881,96.31522,54881,nan
ZNF586,54807,116.47445,54807,nan
APBB2,323,101.16985,323,nan
RNF167,26001,103.04936,26001,nan
TXNDC9,10190,97.42992,10190,nan
VGLL4,9686,97.661095,9686,nan
YTHDF1,54915,96.295296,54915,nan
LSM5,23658,96.68896,23658,nan
ZMYM2,7750,97.03652,7750,nan
CHMP6,79643,96.82244,79643,nan
PIGB,9488,95.69304,9488,nan
CHEK2,11200,95.187874,11200,nan
ACD,65057,98.54423,65057,nan
SUPV3L1,6832,98.35558,6832,nan
GPATCH8,23131,96.55214,23131,nan
ARPP19,10776,98.455666,10776,nan
RTN2,6253,100.34814,6253,nan
NPEPL1,79716,94.513855,79716,nan
UBQLN2,29978,101.779236,29978,nan
DMTF1,9988,99.410034,9988,nan
CLPX,10845,90.96824,10845,nan
TXNL4B,54957,97.00408,54957,nan
PRR15L,79170,97.98288,79170,nan
ST6GALNAC2,10610,99.70231,10610,nan
ADH5,128,101.30899,128,nan
GOLT1B,51026,100.27742,51026,nan
PPOX,5498,97.66409,5498,nan
CANT1,124583,96.03477,124583,nan
HOMER2,9455,98.499435,9455,nan
CLTB,1212,97.46686,1212,nan
PHKA1,5255,95.46899,5255,nan
MAP4K4,9448,98.99036,9448,nan
PAN2,9924,96.919426,9924,nan
PPIC,5480,98.05039,5480,nan
EIF5,1983,96.63017,1983,nan
TM9SF3,56889,96.89027,56889,nan
